id,section,category,topicEn,topicEs,difficulty,source,questionEn,questionEs,optionAEn,optionAEs,optionBEn,optionBEs,optionCEn,optionCEs,optionDEn,optionDEs,correctKey,explanationEn,explanationEs
Q2-0393,2,Safety,Housekeeping,el orden y la limpieza,easy,OSHA / NASCLA,Which answer would be the safest compliance choice regarding jobsite housekeeping?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de el orden y la limpieza en obra?,Housekeeping has no connection to safety or productivity.,El orden no tiene relación con la seguridad ni la productividad.,Loose debris improves traction because it softens walking surfaces.,Los residuos sueltos mejoran la tracción porque suavizan las superficies de paso.,The safest walkway is the one with the most scattered tools.,El pasillo más seguro es el que tiene más herramientas dispersas.,"Good housekeeping reduces trips, fire load, access problems, and many avoidable injuries.","El buen orden reduce tropiezos, carga de fuego, problemas de acceso y muchas lesiones evitables.",D,"Housekeeping is basic but powerful: many incidents come from clutter, blocked access, and unmanaged debris.","El orden es básico pero poderoso: muchos incidentes provienen del desorden, accesos bloqueados y residuos sin manejar."
Q2-0394,2,Safety,Housekeeping,el orden y la limpieza,easy,OSHA / NASCLA,"On a practice test covering jobsite housekeeping, which option should you choose?","En una prueba práctica sobre el orden y la limpieza en obra, ¿qué opción deberías elegir?",Housekeeping has no connection to safety or productivity.,El orden no tiene relación con la seguridad ni la productividad.,The safest walkway is the one with the most scattered tools.,El pasillo más seguro es el que tiene más herramientas dispersas.,Loose debris improves traction because it softens walking surfaces.,Los residuos sueltos mejoran la tracción porque suavizan las superficies de paso.,"Good housekeeping reduces trips, fire load, access problems, and many avoidable injuries.","El buen orden reduce tropiezos, carga de fuego, problemas de acceso y muchas lesiones evitables.",D,"Housekeeping is basic but powerful: many incidents come from clutter, blocked access, and unmanaged debris.","El orden es básico pero poderoso: muchos incidentes provienen del desorden, accesos bloqueados y residuos sin manejar."
Q2-0395,2,Safety,Housekeeping,el orden y la limpieza,easy,OSHA / NASCLA,Which statement would most likely be considered correct under standard principles of jobsite housekeeping?,¿Qué afirmación probablemente se consideraría correcta bajo principios estándar de el orden y la limpieza en obra?,The safest walkway is the one with the most scattered tools.,El pasillo más seguro es el que tiene más herramientas dispersas.,Loose debris improves traction because it softens walking surfaces.,Los residuos sueltos mejoran la tracción porque suavizan las superficies de paso.,"Good housekeeping reduces trips, fire load, access problems, and many avoidable injuries.","El buen orden reduce tropiezos, carga de fuego, problemas de acceso y muchas lesiones evitables.",Housekeeping has no connection to safety or productivity.,El orden no tiene relación con la seguridad ni la productividad.,C,"Housekeeping is basic but powerful: many incidents come from clutter, blocked access, and unmanaged debris.","El orden es básico pero poderoso: muchos incidentes provienen del desorden, accesos bloqueados y residuos sin manejar."
Q2-0396,2,Safety,Housekeeping,el orden y la limpieza,easy,OSHA / NASCLA,A firm wants to avoid mistakes related to jobsite housekeeping. Which statement is best?,Una empresa quiere evitar errores relacionados con el orden y la limpieza en obra. ¿Qué afirmación es mejor?,Loose debris improves traction because it softens walking surfaces.,Los residuos sueltos mejoran la tracción porque suavizan las superficies de paso.,"Good housekeeping reduces trips, fire load, access problems, and many avoidable injuries.","El buen orden reduce tropiezos, carga de fuego, problemas de acceso y muchas lesiones evitables.",Housekeeping has no connection to safety or productivity.,El orden no tiene relación con la seguridad ni la productividad.,The safest walkway is the one with the most scattered tools.,El pasillo más seguro es el que tiene más herramientas dispersas.,B,"Housekeeping is basic but powerful: many incidents come from clutter, blocked access, and unmanaged debris.","El orden es básico pero poderoso: muchos incidentes provienen del desorden, accesos bloqueados y residuos sin manejar."
Q2-0397,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,Which statement is most accurate about fall protection planning?,¿Qué afirmación es más precisa sobre la planificación de protección contra caídas?,Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",D,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0398,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,A contractor is reviewing fall protection planning. Which answer is best?,Un contratista está revisando la planificación de protección contra caídas. ¿Cuál respuesta es la mejor?,Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",D,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0399,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,"For a realistic exam scenario on fall protection planning, which option is correct?","Para un escenario realista del examen sobre la planificación de protección contra caídas, ¿qué opción es correcta?",A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,B,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0400,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,Which choice best matches sound practice regarding fall protection planning?,¿Qué opción coincide mejor con una práctica correcta respecto de la planificación de protección contra caídas?,A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,B,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0401,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,Which answer would be the safest compliance choice regarding fall protection planning?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la planificación de protección contra caídas?,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,A,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0402,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,"On a practice test covering fall protection planning, which option should you choose?","En una prueba práctica sobre la planificación de protección contra caídas, ¿qué opción deberías elegir?",A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",D,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0403,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,Which statement would most likely be considered correct under standard principles of fall protection planning?,¿Qué afirmación probablemente se consideraría correcta bajo principios estándar de la planificación de protección contra caídas?,A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,C,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0404,2,Safety,Fall protection planning,la planificación de protección contra caídas,medium,OSHA / NASCLA,A firm wants to avoid mistakes related to fall protection planning. Which statement is best?,Una empresa quiere evitar errores relacionados con la planificación de protección contra caídas. ¿Qué afirmación es mejor?,Fall protection may wait until the crew finishes the task.,La protección contra caídas puede esperar hasta que la cuadrilla termine la tarea.,A warning shout from the ground is an adequate fall plan for every situation.,Un grito de advertencia desde el suelo es un plan de caída adecuado para toda situación.,"Fall hazards should be addressed before the exposure occurs, not after someone reaches the edge.","Los peligros de caída deben abordarse antes de que ocurra la exposición, no después de que alguien llegue al borde.",Fall planning matters only on projects with more than ten workers.,La planificación de caídas importa solo en proyectos con más de diez trabajadores.,C,Preplanning is essential because fall incidents happen fast and often leave no second chance.,La planificación previa es esencial porque los incidentes por caída ocurren rápido y a menudo no dejan una segunda oportunidad.
Q2-0405,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,Which statement is most accurate about temporary electrical safety?,¿Qué afirmación es más precisa sobre la seguridad eléctrica temporal?,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,"Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.","Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,C,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0406,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,A contractor is reviewing temporary electrical safety. Which answer is best?,Un contratista está revisando la seguridad eléctrica temporal. ¿Cuál respuesta es la mejor?,"Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,"Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",A,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0407,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,"For a realistic exam scenario on temporary electrical safety, which option is correct?","Para un escenario realista del examen sobre la seguridad eléctrica temporal, ¿qué opción es correcta?","Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.","Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,A,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0408,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,Which choice best matches sound practice regarding temporary electrical safety?,¿Qué opción coincide mejor con una práctica correcta respecto de la seguridad eléctrica temporal?,"Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,"Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",A,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0409,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,Which answer would be the safest compliance choice regarding temporary electrical safety?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la seguridad eléctrica temporal?,"Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,"Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",D,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0410,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,"On a practice test covering temporary electrical safety, which option should you choose?","En una prueba práctica sobre la seguridad eléctrica temporal, ¿qué opción deberías elegir?","Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,"Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",D,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0411,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,Which statement would most likely be considered correct under standard principles of temporary electrical safety?,¿Qué afirmación probablemente se consideraría correcta bajo principios estándar de la seguridad eléctrica temporal?,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,"Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.","Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.",Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,C,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0412,2,Safety,Electrical temporary power,la energía temporal eléctrica,medium,OSHA / NASCLA,A firm wants to avoid mistakes related to temporary electrical safety. Which statement is best?,Una empresa quiere evitar errores relacionados con la seguridad eléctrica temporal. ¿Qué afirmación es mejor?,Cord routing never matters as long as the day ends on time.,El tendido de cables nunca importa siempre que la jornada termine a tiempo.,Damaged extension cords are acceptable if the lights still work.,Los cables de extensión dañados son aceptables si las luces aún funcionan.,"Temporary power setups should be installed and maintained to reduce shock, trip, and damage hazards.","Las instalaciones de energía temporal deben montarse y mantenerse para reducir riesgos de descarga, tropiezo y daño.","Temporary power is a convenience issue, not a safety issue.","La energía temporal es un tema de comodidad, no de seguridad.",C,Temporary electrical systems are major exposure points on jobsites and require active control.,Los sistemas eléctricos temporales son puntos importantes de exposición en las obras y requieren control activo.
Q2-0413,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,Which statement is most accurate about employee classification?,¿Qué afirmación es más precisa sobre la clasificación de trabajadores?,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",C,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0414,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,A contractor is reviewing employee classification. Which answer is best?,Un contratista está revisando la clasificación de trabajadores. ¿Cuál respuesta es la mejor?,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",A,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0415,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,"For a realistic exam scenario on employee classification, which option is correct?","Para un escenario realista del examen sobre la clasificación de trabajadores, ¿qué opción es correcta?",Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,D,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0416,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,Which choice best matches sound practice regarding employee classification?,¿Qué opción coincide mejor con una práctica correcta respecto de la clasificación de trabajadores?,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",A,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0417,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,Which answer would be the safest compliance choice regarding employee classification?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la clasificación de trabajadores?,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,A,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0418,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,"On a practice test covering employee classification, which option should you choose?","En una prueba práctica sobre la clasificación de trabajadores, ¿qué opción deberías elegir?",Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,B,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0419,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,Which statement would most likely be considered correct under standard principles of employee classification?,¿Qué afirmación probablemente se consideraría correcta bajo principios estándar de la clasificación de trabajadores?,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,D,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0420,2,Labor Laws,Employee classification,la clasificación de trabajadores,medium,Labor / Tax fundamentals,A firm wants to avoid mistakes related to employee classification. Which statement is best?,Una empresa quiere evitar errores relacionados con la clasificación de trabajadores. ¿Qué afirmación es mejor?,"Control over hours, methods, and tools is irrelevant to classification.","El control sobre horarios, métodos y herramientas es irrelevante para la clasificación.",Classification depends only on what the company prefers to write on the check.,La clasificación depende solo de lo que la empresa prefiera escribir en el cheque.,Calling someone an independent contractor does not make it true if the real working relationship shows employee control.,Llamar a alguien contratista independiente no lo vuelve cierto si la relación real de trabajo muestra control propio de empleado.,Every tradesperson is automatically an independent contractor.,Todo trabajador de oficio es automáticamente contratista independiente.,C,"Worker classification depends on the real facts of control and independence, not just labels.","La clasificación del trabajador depende de los hechos reales de control e independencia, no solo de etiquetas."
Q2-0421,2,Labor Laws,Overtime basics,los fundamentos de horas extra,medium,FLSA fundamentals,Which statement is most accurate about overtime basics?,¿Qué afirmación es más precisa sobre los fundamentos de horas extra?,An employee becomes exempt whenever the company is busy.,Un empleado se vuelve exento cada vez que la empresa está ocupada.,Nonexempt employees generally require proper overtime treatment when they work beyond the applicable threshold.,Los empleados no exentos generalmente requieren el tratamiento adecuado de horas extra cuando trabajan más allá del umbral aplicable.,"Overtime rules apply only to office staff, never field labor.","Las reglas de horas extra aplican solo al personal de oficina, nunca al de campo.",Paying a day rate automatically eliminates overtime duties.,Pagar una tarifa diaria elimina automáticamente las obligaciones de horas extra.,B,"Overtime obligations depend on legal status and actual work conditions, not on casual payroll labels.","Las obligaciones de horas extra dependen del estatus legal y las condiciones reales de trabajo, no de etiquetas informales de nómina."
Q2-0422,2,Labor Laws,Overtime basics,los fundamentos de horas extra,medium,FLSA fundamentals,A contractor is reviewing overtime basics. Which answer is best?,Un contratista está revisando los fundamentos de horas extra. ¿Cuál respuesta es la mejor?,Nonexempt employees generally require proper overtime treatment when they work beyond the applicable threshold.,Los empleados no exentos generalmente requieren el tratamiento adecuado de horas extra cuando trabajan más allá del umbral aplicable.,An employee becomes exempt whenever the company is busy.,Un empleado se vuelve exento cada vez que la empresa está ocupada.,Paying a day rate automatically eliminates overtime duties.,Pagar una tarifa diaria elimina automáticamente las obligaciones de horas extra.,"Overtime rules apply only to office staff, never field labor.","Las reglas de horas extra aplican solo al personal de oficina, nunca al de campo.",A,"Overtime obligations depend on legal status and actual work conditions, not on casual payroll labels.","Las obligaciones de horas extra dependen del estatus legal y las condiciones reales de trabajo, no de etiquetas informales de nómina."
Q2-0423,2,Labor Laws,Overtime basics,los fundamentos de horas extra,medium,FLSA fundamentals,"For a realistic exam scenario on overtime basics, which option is correct?","Para un escenario realista del examen sobre los fundamentos de horas extra, ¿qué opción es correcta?","Overtime rules apply only to office staff, never field labor.","Las reglas de horas extra aplican solo al personal de oficina, nunca al de campo.",Nonexempt employees generally require proper overtime treatment when they work beyond the applicable threshold.,Los empleados no exentos generalmente requieren el tratamiento adecuado de horas extra cuando trabajan más allá del umbral aplicable.,Paying a day rate automatically eliminates overtime duties.,Pagar una tarifa diaria elimina automáticamente las obligaciones de horas extra.,An employee becomes exempt whenever the company is busy.,Un empleado se vuelve exento cada vez que la empresa está ocupada.,B,"Overtime obligations depend on legal status and actual work conditions, not on casual payroll labels.","Las obligaciones de horas extra dependen del estatus legal y las condiciones reales de trabajo, no de etiquetas informales de nómina."
Q2-0424,2,Labor Laws,Overtime basics,los fundamentos de horas extra,medium,FLSA fundamentals,Which choice best matches sound practice regarding overtime basics?,¿Qué opción coincide mejor con una práctica correcta respecto de los fundamentos de horas extra?,An employee becomes exempt whenever the company is busy.,Un empleado se vuelve exento cada vez que la empresa está ocupada.,Nonexempt employees generally require proper overtime treatment when they work beyond the applicable threshold.,Los empleados no exentos generalmente requieren el tratamiento adecuado de horas extra cuando trabajan más allá del umbral aplicable.,Paying a day rate automatically eliminates overtime duties.,Pagar una tarifa diaria elimina automáticamente las obligaciones de horas extra.,"Overtime rules apply only to office staff, never field labor.","Las reglas de horas extra aplican solo al personal de oficina, nunca al de campo.",B,"Overtime obligations depend on legal status and actual work conditions, not on casual payroll labels.","Las obligaciones de horas extra dependen del estatus legal y las condiciones reales de trabajo, no de etiquetas informales de nómina."
Q2-0425,2,Labor Laws,Overtime basics,los fundamentos de horas extra,medium,FLSA fundamentals,Which answer would be the safest compliance choice regarding overtime basics?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de los fundamentos de horas extra?,An employee becomes exempt whenever the company is busy.,Un empleado se vuelve exento cada vez que la empresa está ocupada.,Paying a day rate automatically eliminates overtime duties.,Pagar una tarifa diaria elimina automáticamente las obligaciones de horas extra.,"Overtime rules apply only to office staff, never field labor.","Las reglas de horas extra aplican solo al personal de oficina, nunca al de campo.",Nonexempt employees generally require proper overtime treatment when they work beyond the applicable threshold.,Los empleados no exentos generalmente requieren el tratamiento adecuado de horas extra cuando trabajan más allá del umbral aplicable.,D,"Overtime obligations depend on legal status and actual work conditions, not on casual payroll labels.","Las obligaciones de horas extra dependen del estatus legal y las condiciones reales de trabajo, no de etiquetas informales de nómina."
